------------------------------------------------------------
 sigma_zz
------------------------------------------------------------
Simulation Step, Stress
                3714,         -0.000238663
                3715,         -0.000360504
                3716,         -0.000298762
                3717,         -0.000320147
                3718,         -0.000326812
                3719,         -0.000325594
                3720,          -0.00016758
                3721,           -0.0001146
                3722,         -6.63409e-05
                3723,         -4.92706e-05
                3724,          6.71986e-05
                3725,          5.01008e-05
                3726,          4.20142e-05
                3727,          5.31282e-05
                3728,          0.000221407
                3729,          0.000262864
                3730,          0.000272474
                3731,           0.00022849
                3732,          0.000273297
                3733,          0.000170398
                3734,          6.89934e-05
                3735,         -2.15164e-05
                3736,          2.45762e-05
                3737,         -6.49114e-05
                3738,         -0.000166448
                3739,         -0.000268738
                3740,         -0.000225751
                3741,           -0.0002912
                3742,          -0.00033025
                3743,         -0.000347146
                3744,         -0.000220682
                3745,         -0.000214051
                3746,         -0.000194272
                3747,          -0.00016602
                3748,         -1.58287e-05
                3749,         -1.06451e-05
                3750,         -1.88052e-05
                3751,         -3.19934e-05
                3752,          9.88573e-05
                3753,          0.000126152
                3754,          0.000158915
                3755,          0.000155071
                3756,          0.000213571
                3757,          8.63109e-05
                3758,         -7.16251e-05
                3759,         -0.000229389
                3760,         -0.000249171
                3761,         -0.000394468
                3762,         -0.000512381
                3763,         -0.000555089
                3764,         -0.000382736
                3765,         -0.000313708
                3766,         -0.000273123
                3767,         -0.000261891
                3768,         -0.000122087
                3769,          -0.00011811
                3770,         -0.000137516
                3771,         -0.000189037
                3772,         -0.000125057
                3773,         -0.000180301
                3774,         -0.000207342
                3775,         -0.000206715
                3776,         -5.32693e-05
                3777,          -1.7904e-05
                3778,          1.42036e-05
                3779,          3.01726e-05
                3780,           0.00015171
                3781,          0.000113745
                3782,          6.19158e-05
                3783,          2.17249e-05
                3784,          0.000141701
                3785,           0.00015809
                3786,          0.000180687
                3787,          0.000191514
                3788,          0.000315171
                3789,          0.000278454
                3790,           0.00020578
                3791,          0.000119277
                3792,          0.000182409
                3793,          0.000140848
                3794,           0.00011443
                3795,          9.81513e-05
                3796,          0.000220927
                3797,          0.000218726
                3798,          0.000217988
                3799,          0.000218839
                3800,          0.000346813
                3801,          0.000330134
                3802,          0.000286457
                3803,          0.000211889
                3804,          0.000237403
                3805,          0.000107621
                3806,         -3.87408e-05
                3807,         -0.000177085
                3808,         -0.000148974
                3809,         -0.000207686
                3810,         -0.000222188
                3811,         -0.000167631
                3812,          9.29848e-05
                3813,          0.000241621
                3814,          0.000331983
                3815,          0.000343207
                3816,           0.00043239
                3817,          0.000376036
                3818,          0.000309611
                3819,          0.000232085
                3820,          0.000272347
                3821,          0.000174804
                3822,          7.27574e-05
                3823,         -1.68035e-05
                3824,          3.24831e-05
                3825,         -6.54636e-05
                3826,         -0.000200537
                3827,         -0.000334824
                3828,         -0.000281514
                3829,         -0.000308775
                3830,         -0.000327764
                3831,          -0.00034568
                3832,          -0.00019072
                3833,         -0.000107648
                3834,         -1.81164e-05
                3835,         -3.41604e-07
                3836,          5.87238e-05
                3837,         -5.39591e-05
                3838,         -0.000142948
                3839,         -0.000180733
                3840,         -5.55948e-05
                3841,         -7.78403e-05
                3842,         -0.000118246
                3843,         -0.000129004
                3844,          5.77402e-05
                3845,          0.000135427
                3846,          0.000148978
                3847,          5.54308e-05
                3848,          2.59087e-05
                3849,         -0.000134307
                3850,         -0.000269899
                3851,         -0.000388835
                3852,         -0.000340394
                3853,         -0.000340389
                3854,         -0.000253717
                3855,         -0.000134141
                3856,          9.13954e-05
                3857,          0.000163808
                3858,          0.000232459
                3859,          0.000297546
                3860,          0.000462909
                3861,          0.000457759
                3862,          0.000413479
                3863,          0.000351421
                3864,          0.000405941
                3865,          0.000314174
                3866,          0.000202701
                3867,          9.73686e-05
                3868,          0.000135646
                3869,          5.02659e-05
                3870,         -4.00293e-05
                3871,         -0.000114253
                3872,         -5.63796e-06
                3873,          3.16593e-05
                3874,          8.06091e-05
                3875,          9.20248e-05
                3876,          0.000190781
                3877,           0.00013742
                3878,          8.32969e-05
                3879,           3.5954e-05
                3880,          0.000108253
                3881,           1.5289e-05
                3882,         -0.000111201
                3883,         -0.000223929
                3884,         -0.000141774
                3885,         -0.000117757
                3886,          -5.3197e-05
                3887,          2.05475e-05
                3888,          0.000220813
                3889,          0.000290996
                3890,           0.00033018
                3891,          0.000306179
                3892,          0.000346623
                3893,           0.00023218
                3894,          0.000125785
                3895,          2.99699e-05
                3896,          4.93834e-05
                3897,         -8.82877e-05
                3898,         -0.000208004
                3899,         -0.000273092
                3900,         -0.000168898
                3901,         -0.000185417
                3902,         -0.000197932
                3903,         -0.000181635
                3904,          8.92641e-06
                3905,          8.23379e-05
                3906,          0.000100284
                3907,          3.11851e-05
                3908,          4.13373e-05
                3909,         -6.66952e-05
                3910,         -0.000150036
                3911,         -0.000235373
                3912,         -0.000202082
                3913,         -0.000282915
                3914,         -0.000326868
                3915,         -0.000352918
                3916,         -0.000272688
                3917,         -0.000369369
                3918,         -0.000476205
                3919,         -0.000551028
                3920,         -0.000454456
                3921,         -0.000479811
                3922,         -0.000505996
                3923,         -0.000516244
                3924,         -0.000366315
                3925,         -0.000333412
                3926,         -0.000314993
                3927,         -0.000306918
                3928,         -0.000150153
                3929,          -7.6509e-05
                3930,           1.8419e-05
                3931,          8.41819e-05
                3932,          0.000209915
                3933,          0.000152191
                3934,           8.5947e-05
                3935,          3.91523e-05
                3936,          0.000119722
                3937,          4.73408e-05
                3938,         -2.57704e-05
                3939,         -3.68373e-05
                3940,          0.000160677
                3941,          0.000256608
                3942,          0.000313557
                3943,          0.000318756
                3944,          0.000435961
                3945,          0.000438012
                3946,          0.000430132
                3947,          0.000379837
                3948,          0.000432536
                3949,          0.000365588
                3950,          0.000314347
                3951,          0.000269879
                3952,          0.000345904
                3953,          0.000276754
                3954,          0.000199356
                3955,          0.000139391
                3956,          0.000234348
                3957,          0.000201098
                3958,           0.00013309
                3959,          2.81899e-05
                3960,           4.6707e-05
                3961,         -4.41604e-05
                3962,         -0.000101603
                3963,         -0.000119669
                3964,          2.22591e-05
                3965,          3.84495e-05
                3966,          4.31023e-05
                3967,          4.14916e-05
                3968,          0.000162052
                3969,          0.000119117
                3970,           3.5067e-05
                3971,         -6.33641e-05
                3972,         -2.26463e-05
                3973,         -9.65635e-05
                3974,         -0.000151403
                3975,         -0.000170655
                3976,         -2.39395e-05
                3977,          1.61324e-05
                3978,          6.64104e-05
                3979,          0.000123259
                3980,          0.000293953
                3981,          0.000292604
                3982,          0.000249738
                3983,          0.000190754
                3984,          0.000271167
                3985,          0.000239084
                3986,           0.00020153
                3987,           0.00012654
                3988,          0.000138118
                3989,          1.84768e-05
                3990,         -4.96155e-05
                3991,         -4.91635e-05
                3992,          0.000104331
                3993,          0.000105585
                3994,          6.72362e-05
                3995,          1.57093e-05
                3996,          0.000106242
                3997,          8.07361e-05
                3998,          4.85371e-05
                3999,          7.72299e-06
                4000,          0.000101791
                4001,          6.91662e-05
                4002,          3.22808e-05
                4003,         -2.03803e-05
                4004,          4.19002e-05
                4005,         -2.48812e-05
                4006,         -7.95655e-05
                4007,         -0.000131201
                4008,         -5.57915e-05
                4009,         -0.000105073
                4010,         -0.000146099
                4011,         -0.000182359
                4012,         -0.000102049
                4013,         -0.000174535
                4014,         -0.000245109
                4015,         -0.000267943
                4016,         -0.000102644
                4017,         -4.66316e-05
                4018,         -3.31855e-05
                4019,          -8.1299e-05
                4020,         -2.91413e-05
                4021,         -9.46047e-05
                4022,         -0.000149863
                4023,         -0.000218275
                4024,         -0.000183462
                4025,          -0.00029704
                4026,         -0.000417044
                4027,         -0.000518174
                4028,         -0.000439054
                4029,          -0.00042289
                4030,         -0.000359366
                4031,          -0.00027675
                4032,         -7.03549e-05
                4033,         -2.53407e-05
                4034,          -3.2503e-05
                4035,         -8.44459e-05
                4036,         -1.21605e-05
                4037,         -4.04319e-05
                4038,         -3.53957e-05
                4039,         -1.96823e-05
                4040,          0.000124379
                4041,          0.000151265
                4042,          0.000195299
                4043,          0.000227803
                4044,          0.000345702
                4045,          0.000288998
                4046,          0.000222907
                4047,          0.000172539
                4048,           0.00026161
                4049,          0.000212652
                4050,           0.00015934
                4051,          0.000125913
                4052,          0.000260505
                4053,          0.000303253
                4054,          0.000359389
                4055,          0.000404052
                4056,          0.000530149
                4057,           0.00044743
                4058,          0.000285137
                4059,          9.20394e-05
                4060,          5.54145e-05
                4061,         -5.40567e-05
                4062,         -0.000123922
                4063,         -0.000177953
                4064,         -8.35385e-05
                4065,         -9.17428e-05
                4066,         -8.27403e-05
                4067,         -7.86914e-05
                4068,          2.88494e-05
                4069,         -3.68463e-05
                4070,         -0.000147184
                4071,         -0.000279272
                4072,         -0.000270426
                4073,           -0.0003623
                4074,         -0.000427286
                4075,         -0.000472021
                4076,         -0.000372961
                4077,         -0.000383469
                4078,         -0.000366213
                4079,         -0.000329695
                4080,         -0.000174923
                4081,         -0.000171839
                4082,         -0.000179405
                4083,         -0.000177811
                4084,         -3.72296e-05
                4085,         -3.34702e-05
                4086,         -4.76509e-05
                4087,          -7.7982e-05
                4088,          1.39638e-05
                4089,         -1.75512e-05
                4090,         -3.92433e-05
                4091,         -5.00806e-05
                4092,          7.69987e-05
                4093,          8.93103e-05
                4094,          9.71545e-05
                4095,          8.14688e-05
                4096,          0.000158292
                4097,          7.58529e-05
                4098,         -1.30496e-05
                4099,         -7.27092e-05
                4100,          5.45579e-05
                4101,          9.74182e-05
                4102,          0.000147039
                4103,          0.000178669
                4104,          0.000335547
                4105,          0.000376646
                4106,          0.000415525
                4107,          0.000430608
                4108,          0.000539117
                4109,          0.000486389
                4110,          0.000399484
                4111,          0.000288477
                4112,          0.000297246
                4113,          0.000176234
                4114,          4.88213e-05
                4115,         -7.34185e-05
                4116,           -2.995e-05
                4117,          -6.8523e-05
                4118,         -6.10373e-05
                4119,         -3.81997e-05
                4120,          8.75146e-05
                4121,           3.2915e-05
                4122,         -5.60148e-05
                4123,         -0.000145402
                4124,         -8.94493e-05
                4125,         -0.000163899
                4126,         -0.000251423
                4127,         -0.000319016
                4128,         -0.000204039
                4129,         -0.000174007
                4130,         -0.000126403
                4131,         -8.01463e-05
                4132,          8.38966e-05
                4133,          0.000101043
                4134,          0.000101237
                4135,          6.73668e-05
                4136,          0.000109901
                4137,         -8.20983e-07
                4138,         -7.95789e-05
                4139,         -0.000107612
                4140,          1.10334e-05
                4141,         -1.77605e-05
                4142,         -6.05895e-05
                4143,         -9.16389e-05
                4144,          2.34086e-05
                4145,         -1.44525e-06
                4146,         -6.29488e-05
                4147,         -0.000146081
                4148,         -7.47683e-05
                4149,         -7.95968e-05
                4150,         -4.49272e-05
                4151,         -1.05846e-05
                4152,          0.000119247
                4153,          8.47765e-05
                4154,          3.22167e-05
                4155,         -1.32145e-05
                4156,          9.43362e-05
                4157,          8.70286e-05
                4158,          6.55077e-05
                4159,           1.9406e-05
                4160,          9.67853e-05
                4161,          6.81767e-05
                4162,          8.14447e-05
                4163,          0.000113469
                4164,          0.000245187
                4165,          0.000189992
                4166,          8.91378e-05
                4167,         -1.84118e-05
                4168,          2.45926e-05
                4169,          -4.3545e-05
                4170,         -0.000104284
                4171,         -0.000152475
                4172,          -3.7476e-05
                4173,          3.29741e-06
                4174,          7.92269e-05
                4175,          0.000144138
                4176,          0.000294207
                4177,          0.000258898
                4178,          0.000175364
                4179,          6.45009e-05
                4180,          9.40128e-05
                4181,          1.05201e-05
                4182,         -7.00373e-05
                4183,         -0.000164803
                4184,          -0.00012794
                4185,         -0.000178511
                4186,          -0.00018542
                4187,          -0.00017746
                4188,         -4.43215e-05
                4189,         -2.88077e-05
                4190,          4.31124e-06
                4191,          3.76191e-05
                4192,          0.000169149
                4193,          0.000129245
                4194,          5.23312e-05
                4195,         -3.80413e-05
                4196,          1.95409e-05
                4197,         -1.16722e-05
                4198,         -2.27066e-05
                4199,         -4.19617e-05
                4200,          5.57139e-05
                4201,          2.99039e-05
                4202,          5.08825e-07
                4203,         -5.96988e-05
                4204,         -2.85932e-05
                4205,         -0.000129388
                4206,         -0.000213252
                4207,         -0.000292154
                4208,         -0.000264721
                4209,         -0.000374675
                4210,         -0.000448515
                4211,         -0.000441655
                4212,         -0.000235506
                4213,         -0.000146682
                4214,           -0.0001016
                4215,         -0.000108025
                4216,         -3.77533e-06
                4217,         -1.14381e-05
                4218,         -6.16554e-06
                4219,         -2.62392e-05
                4220,          3.02008e-05
                4221,         -7.03808e-05
                4222,         -0.000139455
                4223,         -0.000137884
                4224,          3.31607e-05
                4225,          5.06141e-05
                4226,          2.71458e-05
                4227,          3.07867e-06
                4228,          0.000147394
                4229,           0.00017461
                4230,          0.000150194
                4231,          5.13646e-05
                4232,          4.89431e-05
                4233,         -5.46005e-05
                4234,         -0.000110485
                4235,         -0.000122894
                4236,          2.76567e-05
                4237,          8.42481e-05
                4238,          0.000159837
                4239,          0.000234125
                4240,          0.000410452
                4241,          0.000427366
                4242,          0.000427357
                4243,          0.000435911
                4244,          0.000574925
                4245,          0.000556902
                4246,          0.000481972
                4247,          0.000365931
                4248,          0.000368924
                4249,          0.000248555
                4250,          0.000134955
                4251,          4.88095e-05
                4252,          0.000141456
                4253,          0.000137989
                4254,          0.000127165
                4255,          0.000107699
                4256,           0.00023435
                4257,          0.000258521
                4258,          0.000295809
                4259,          0.000320583
                4260,          0.000440841
                4261,          0.000388311
                4262,          0.000291577
                4263,          0.000157567
                4264,          0.000139595
                4265,          1.41189e-05
                4266,         -7.27063e-05
                4267,         -0.000128928
                4268,         -4.12518e-05
                4269,          -7.2984e-05
                4270,         -0.000114338
                4271,         -0.000182047
                4272,         -0.000141441
                4273,         -0.000224378
                4274,         -0.000299815
                4275,         -0.000375118
                4276,          -0.00031524
                4277,         -0.000360977
                4278,          -0.00038041
                4279,          -0.00038278
                4280,         -0.000260028
                4281,         -0.000296729
                4282,          -0.00037771
                4283,         -0.000480768
                4284,         -0.000434056
                4285,         -0.000468782
                4286,         -0.000470872
                4287,         -0.000455494
                4288,         -0.000299461
                4289,         -0.000264223
                4290,         -0.000218448
                4291,         -0.000165881
                4292,          3.88959e-07
                4293,         -1.82309e-05
                4294,         -8.74914e-05
                4295,         -0.000159484
                4296,         -6.00404e-05
                4297,         -5.14081e-05
                4298,         -2.77116e-05
                4299,          5.68135e-06
                4300,          0.000183185
                4301,          0.000233106
                4302,          0.000255999
                4303,          0.000246785
                4304,          0.000357668
                4305,          0.000331955
                4306,             0.000293
                4307,          0.000231965
                4308,          0.000282166
                4309,          0.000201055
                4310,          0.000144343
                4311,          0.000129015
                4312,          0.000284224
                4313,           0.00033899
                4314,          0.000396707
                4315,          0.000425689
                4316,          0.000539582
                4317,          0.000483244
                4318,          0.000403671
                4319,          0.000305072
                4320,          0.000303029
                4321,          0.000139919
                4322,         -4.73034e-05
                4323,         -0.000220156
                4324,         -0.000207447
                4325,         -0.000264106
                4326,         -0.000289448
                4327,         -0.000302141
                4328,         -0.000165045
                4329,         -0.000129298
                4330,          -7.8001e-05
                4331,         -4.95218e-05
                4332,           6.0228e-05
                4333,          1.09593e-05
                4334,         -4.07045e-05
                4335,         -8.60965e-05
                4336,          -8.9125e-06
                4337,          -7.4443e-05
                4338,         -0.000137282
                4339,         -0.000187411
                4340,         -0.000104552
                4341,         -0.000164965
                4342,         -0.000241157
                4343,         -0.000317718
                4344,         -0.000248897
                4345,         -0.000285622
                4346,         -0.000305665
                4347,         -0.000315103
                4348,         -0.000195525
                4349,         -0.000216627
                4350,         -0.000255987
                4351,         -0.000292659
                4352,         -0.000170417
                4353,         -0.000152252
                4354,         -0.000146651
                4355,         -0.000184193
                4356,         -0.000127794
                4357,         -0.000211898
                4358,         -0.000270702
                4359,         -0.000295032
                4360,         -0.000171035
                4361,         -0.000177224
                4362,         -0.000169232
                4363,         -0.000130298
                4364,          4.68433e-05
                4365,          6.32143e-05
                4366,          3.88087e-05
                4367,           5.8845e-06
                4368,          0.000108206
                4369,          6.91732e-05
                4370,           7.3977e-06
                4371,          -4.8782e-05
                4372,            6.416e-05
                4373,          9.32589e-05
                4374,          0.000156001
                4375,          0.000220605
                4376,          0.000376592
                4377,          0.000355285
                4378,          0.000319764
                4379,          0.000308165
                4380,           0.00046329
                4381,          0.000507239
                4382,          0.000537727
                4383,          0.000530986
                4384,          0.000621012
                4385,          0.000556471
                4386,          0.000475511
                4387,          0.000376748
                4388,          0.000404787
                4389,          0.000316582
                4390,          0.000235887
                4391,          0.000141153
                4392,          0.000170515
                4393,          8.69977e-05
                4394,          3.31279e-05
                4395,           2.1091e-05
                4396,          0.000193751
                4397,          0.000253064
                4398,          0.000263853
                4399,          0.000195239
                4400,          0.000202852
                4401,          6.46397e-05
                4402,          -7.6577e-05
                4403,         -0.000211481
                4404,         -0.000197698
                4405,         -0.000271241
                4406,         -0.000274184
                4407,         -0.000197649
                4408,          4.14303e-05
                4409,          0.000111468
                4410,          9.47085e-05
                4411,          3.18883e-06
                4412,          1.14745e-05
                4413,         -0.000100744
                4414,         -0.000204321
                4415,          -0.00030752
                4416,         -0.000271676
                4417,         -0.000341733
                4418,         -0.000382971
                4419,         -0.000393669
                4420,         -0.000243603
                4421,         -0.000205711
                4422,         -0.000175995
                4423,         -0.000161157
                4424,         -1.51878e-05
                4425,          7.01249e-06
                4426,           2.3147e-05
                4427,          1.58738e-05
                4428,          0.000106796
                4429,          3.79806e-05
                4430,          -5.6367e-05
                4431,         -0.000158656
                4432,         -0.000123942
                4433,         -0.000211109
                4434,         -0.000296185
                4435,         -0.000349826
                4436,         -0.000217255
                4437,          -0.00017702
                4438,         -0.000131832
                4439,          -9.3354e-05
                4440,          6.67155e-05
                4441,          7.56313e-05
                4442,          5.15359e-05
                4443,         -8.98548e-06
                4444,          2.26848e-05
                4445,          -0.00010057
                4446,         -0.000218741
                4447,         -0.000295981
                4448,         -0.000184521
                4449,         -0.000151596
                4450,         -8.97818e-05
                4451,         -3.42204e-05
                4452,          0.000126307
                4453,          0.000140585
                4454,          0.000153663
                4455,          0.000163533
                4456,          0.000291792
                4457,          0.000262637
                4458,          0.000213542
                4459,          0.000163056
                4460,          0.000254336
                4461,          0.000230988
                4462,          0.000224683
                4463,          0.000222526
                4464,           0.00032657
                4465,          0.000270645
                4466,          0.000197341
                4467,           0.00013858
                4468,          0.000234328
                4469,          0.000187711
                4470,          9.12355e-05
                4471,         -4.18984e-05
                4472,         -1.76906e-05
                4473,         -6.52696e-05
                4474,         -8.22461e-05
                4475,         -0.000119978
                4476,         -5.70461e-05
                4477,         -0.000107337
                4478,         -9.71615e-05
                4479,         -2.67214e-05
                4480,          0.000186774
                4481,          0.000225283
                4482,          0.000192056
                4483,          0.000113879
                4484,           0.00015715
                4485,          7.12521e-05
                4486,         -2.64452e-05
                4487,         -0.000137108
                4488,         -0.000105654
                4489,          -0.00014553
                4490,         -0.000128105
                4491,         -9.94168e-05
                4492,          2.57023e-05
                4493,          -3.6742e-06
                4494,         -4.12873e-05
                4495,         -6.64341e-05
                4496,          4.85592e-05
                4497,          3.07596e-05
                4498,         -5.15313e-06
                4499,         -5.25961e-05
                4500,          3.18946e-05
                4501,         -1.43855e-06
                4502,         -1.19212e-05
                4503,          1.96756e-05
                4504,          0.000223407
                4505,          0.000302934
                4506,          0.000333903
                4507,          0.000283635
                4508,           0.00029712
                4509,          0.000176696
                4510,          0.000101831
                4511,          7.07701e-05
                4512,          0.000156032
                4513,          6.33615e-05
                4514,         -5.34016e-05
                4515,         -0.000147893
                4516,         -8.27502e-05
                4517,          -0.00013886
                4518,         -0.000208833
                4519,         -0.000281622
                4520,         -0.000198986
                4521,         -0.000192394
                4522,         -0.000138863
                4523,         -7.40621e-05
                4524,          8.05049e-05
                4525,          6.35705e-05
                4526,            1.541e-05
                4527,         -5.25464e-05
                4528,         -2.56109e-06
                4529,         -6.59187e-05
                4530,         -0.000103832
                4531,         -0.000127826
                4532,         -2.10901e-05
                4533,         -3.29059e-05
                4534,         -1.35141e-05
                4535,          4.52721e-05
                4536,          0.000249957
                4537,           0.00029173
                4538,          0.000261994
                4539,          0.000178377
                4540,          0.000232355
                4541,          0.000197591
                4542,          0.000177185
                4543,          0.000118866
                4544,          0.000149075
                4545,          5.67356e-05
                4546,          1.52419e-05
                4547,          1.99256e-05
                4548,          0.000178244
                4549,          0.000218131
                4550,          0.000254628
                4551,          0.000272484
                4552,          0.000400319
                4553,          0.000373929
                4554,          0.000326063
                4555,          0.000256932
                4556,          0.000301416
                4557,          0.000196461
                4558,          6.50097e-05
                4559,         -8.42673e-05
                4560,         -8.17025e-05
                4561,         -0.000152733
                4562,         -0.000160244
                4563,         -0.000119405
                4564,          7.26894e-05
                4565,          0.000131143
                4566,           0.00017262
                4567,          0.000182924
                4568,          0.000271957
                4569,          0.000182861
                4570,          5.48673e-05
                4571,         -8.53235e-05
                4572,         -7.37142e-05
                4573,         -0.000173992
                4574,         -0.000277432
                4575,         -0.000382577
                4576,         -0.000329236
                4577,          -0.00036798
                4578,         -0.000390162
                4579,         -0.000435736
                4580,         -0.000398419
                4581,          -0.00051667
                4582,         -0.000607148
                4583,         -0.000635074
                4584,         -0.000473824
                4585,         -0.000420141
                4586,         -0.000347159
                4587,         -0.000250036
                4588,         -2.64294e-06
                4589,          0.000106537
                4590,          0.000186989
                4591,          0.000234542
                4592,          0.000378022
                4593,          0.000356207
                4594,          0.000292952
                4595,           0.00019805
                4596,          0.000235485
                4597,          0.000168848
                4598,          0.000129512
                4599,          0.000100646
                4600,          0.000207836
                4601,          0.000194263
                4602,          0.000171946
                4603,          0.000112778
                4604,          0.000150641
                4605,          6.27753e-05
                4606,          1.79134e-05
                4607,          1.52639e-05
                4608,           0.00016177
                4609,           0.00017358
                4610,          0.000190536
                4611,          0.000231372
                4612,          0.000423052
                4613,          0.000458247
                4614,          0.000418854
                4615,           0.00030239
                4616,          0.000285891
                4617,          0.000164243
                4618,          7.05259e-05
                4619,         -4.07309e-05
                4620,         -8.17408e-05
                4621,         -0.000295218
                4622,         -0.000470662
                4623,         -0.000547955
                4624,         -0.000418063
                4625,         -0.000421703
                4626,         -0.000453397
                4627,         -0.000477589
                4628,         -0.000316085
                4629,         -0.000248776
                4630,         -0.000201626
                4631,         -0.000206335
                4632,         -0.000102598
                4633,         -0.000116043
                4634,         -0.000126868
                4635,         -0.000166593
                4636,         -0.000103601
                4637,         -0.000147574
                4638,         -0.000125288
                4639,         -5.96939e-05
                4640,          0.000107991
                4641,           7.3937e-05
                4642,         -4.18175e-07
                4643,         -4.76621e-05
                4644,          0.000105056
                4645,           0.00017716
                4646,          0.000257132
                4647,          0.000307094
                4648,          0.000440506
                4649,          0.000392261
                4650,          0.000302527
                4651,          0.000190404
                4652,          0.000212682
                4653,          0.000150217
                4654,          0.000127848
                4655,          0.000127081
                4656,          0.000269428
                4657,          0.000305521
                4658,           0.00035778
                4659,          0.000411657
                4660,          0.000575937
                4661,          0.000546991
                4662,          0.000447712
                4663,          0.000315756
                4664,          0.000339819
                4665,          0.000263827
                4666,          0.000175641
                4667,          4.67565e-05
                4668,          3.71575e-05
                4669,         -6.13782e-05
                4670,         -0.000104729
                4671,         -0.000121791
                4672,         -2.81009e-05
                4673,         -0.000105064
                4674,         -0.000204561
                4675,         -0.000292642
                4676,         -0.000219708
                4677,         -0.000233664
                4678,         -0.000222532
                4679,         -0.000220587
                4680,         -0.000116307
                4681,         -0.000151966
                4682,         -0.000174455
                4683,         -0.000175309
                4684,          -3.3917e-05
                4685,         -3.14114e-05
                4686,          -5.9816e-05
                4687,         -0.000121572
                4688,         -5.86706e-05
                4689,         -0.000101041
                4690,          -0.00012135
                4691,         -0.000142463
                4692,         -5.21314e-05
                4693,         -0.000121491
                4694,         -0.000210676
                4695,         -0.000295857
                4696,          -0.00021998
                4697,         -0.000246243
                4698,         -0.000265735
                4699,         -0.000289521
                4700,         -0.000173513
                4701,         -0.000172991
                4702,         -0.000150114
                4703,         -0.000102166
                4704,           8.0435e-05
                4705,          0.000107075
                4706,          9.43583e-05
                4707,          6.27515e-05
                4708,          0.000164322
                4709,          0.000156711
                4710,          0.000152993
                4711,          0.000140143
                4712,          0.000234593
                4713,          0.000181932
                4714,           0.00010921
                4715,          3.12563e-05
                4716,          0.000101503
                4717,          8.70477e-05
                4718,           0.00010455
                4719,          0.000115099
                4720,          0.000217666
                4721,          0.000154503
                4722,          9.21614e-05
                4723,          6.12737e-05
                4724,          0.000187253
                4725,          0.000166996
                4726,          0.000108191
                4727,          3.76544e-05
                4728,          0.000122072
                4729,           0.00011383
                4730,          0.000101393
                4731,           5.3026e-05
                4732,          0.000112593
                4733,          4.62732e-05
                4734,         -2.48276e-05
                4735,         -0.000117897
                4736,         -9.23251e-05
                4737,         -0.000176273
                4738,         -0.000213059
                4739,         -0.000212693
                4740,         -8.51905e-05
                4741,         -0.000140665
                4742,          -0.00024526
                4743,         -0.000343614
                4744,         -0.000260672
                4745,         -0.000277345
                4746,         -0.000305913
                4747,         -0.000370339
                4748,         -0.000318533
                4749,         -0.000352671
                4750,         -0.000301277
                4751,         -0.000188032
                4752,          3.78056e-05
                4753,          5.92419e-05
                4754,          1.63629e-05
                4755,          -2.9602e-05
                4756,          7.97438e-05
                4757,          6.88498e-05
                4758,          4.57178e-05
                4759,           2.1351e-05
                4760,           0.00013852
